id_str,created_at,date,hour,minute,week_day,plain_text,full_text,polarity,label_polarity,subjectivity,label_subjectivity
1266350055692349446,Fri May 29 12:45:55 +0000 2020,2020-05-29,12,45,Friday,los asesores de deberían de tener una respuesta a los usuarios de que no pueda hacer la cita presencial.,Los asesores de @CafamOficial deberían de tener una respuesta a los usuarios de @EPS_Famisanar que no pueda hacer la cita presencial.,0.0,Neutral,0.0,Objective
1266350058145972226,Fri May 29 12:45:56 +0000 2020,2020-05-29,12,45,Friday,como es posible que una asesora de me ponga con una contestadora,Como es posible que una asesora de @CafamOficial  me ponga con una contestadora,0.0,Neutral,1.0,Subjective
1266378408184832008,Fri May 29 14:38:35 +0000 2020,2020-05-29,14,38,Friday,"por favor, señores cafam hagan llegar los medicamentos oportunamente al adulto mayor. se paga oportunamente por ese servicio, no es una donacion, es un servicio.","@CafamOficial Por favor, señores cafam hagan llegar los medicamentos oportunamente al adulto mayor. Se paga oportunamente por ese servicio, no es una donacion, es un servicio.",0.0,Neutral,0.0,Objective
1266386894549549058,Fri May 29 15:12:18 +0000 2020,2020-05-29,15,12,Friday,buenos días necesito ayuda con respecto a subsidio de emergencia no me ha dado solución a mi caso desde marzo y hoy 28 de mayo no he tenido solución que debo hacer https://t.co/pmbjx9ajkk,@MintrabajoCol Buenos días necesito ayuda con respecto a subsidio de emergencia @CafamOficial no me ha dado solución a mi caso desde marzo y hoy 28 de mayo no he tenido solución que debo hacer @IvanDuque @CGR_Colombia @ProsperidadCol https://t.co/PmBjx9AJKk,0.7,Very positive,0.6000000000000001,Subjective
1266389034068312064,Fri May 29 15:20:48 +0000 2020,2020-05-29,15,20,Friday,he tratado por todos los medios solucionar este tema pero @cafam no me da respuesta de mi caso desde marzo 2020 me he postulado pero solo me ponen trabas la verdad no sé si darme por vencida o seguir gastando dinero en papeles y llamadas.,@CafamOficial @MintrabajoCol @IvanDuque @CGR_Colombia @ProsperidadCol He tratado por todos los medios solucionar este tema pero @cafam no me da respuesta de mi caso desde marzo 2020 me he postulado pero solo me ponen trabas la verdad no sé si darme por vencida o seguir gastando dinero en papeles y llamadas.,-0.1,Negative,0.55,Indifferent
1266392493970595843,Fri May 29 15:34:33 +0000 2020,2020-05-29,15,34,Friday,es triste indignante tener que exponer a un adulto mayor a esto tener que dejarlo solo porque esta entidad no le quiso a ser el domicilio diciendo que era culpa de la eps por no tenerla en un listado y la eps nada de nada https://t.co/dja9u09szv,@CafamOficial @Supersalud @NuevaEPSOficial @DirComNuevaEps Es triste indignante tener que exponer a un adulto mayor a esto tener que dejarlo solo porque esta entidad no le quiso a ser el domicilio diciendo que era culpa de la EPS por no tenerla en un listado y la EPS nada de nada https://t.co/dJa9u09szv,-0.3083333333333333,Negative,0.6583333333333333,Subjective
1266395473071529984,Fri May 29 15:46:23 +0000 2020,2020-05-29,15,46,Friday,buenos días. de casualidad tienen línea telefónica en programación de laboratorio en casa. envié correo a soporteweb. pero no sé si lo recibieron o no.,@CafamOficial buenos días. De casualidad tienen línea telefónica en programación de laboratorio en casa. Envié correo a soporteweb. Pero no sé si lo recibieron o no.,0.7,Very positive,0.6000000000000001,Subjective
1266395500833640449,Fri May 29 15:46:30 +0000 2020,2020-05-29,15,46,Friday,"hola, gracias por escribirnos. por favor envíanos por mensaje interno tu nombre, cédula, teléfono y correo de contacto, ya que esta información es necesaria para gestionar tu caso. pronto nos contactaremos contigo.","@jrincon80 @CafamOficial Hola, gracias por escribirnos.  Por favor envíanos por mensaje interno tu nombre, cédula, teléfono y correo de contacto, ya que esta información es necesaria para gestionar tu caso. Pronto nos contactaremos contigo.",0.06666666666666667,Neutral,0.39999999999999997,Objective
1266400100626173952,Fri May 29 16:04:47 +0000 2020,2020-05-29,16,04,Friday,"y los supuestos subsidios de emergencia del señor no lo eran, ya q por haber recibido ayuda del mecanismo de protección al cesante desde mayo a octubre de 2017, no me quiso otorgar esta ayuda entonces no se porque lo de “emergencia”","@elespectador Y los supuestos subsidios de emergencia del señor @IvanDuque no lo eran, ya q por haber recibido ayuda del mecanismo de protección al cesante desde mayo a octubre de 2017, @CafamOficial no me quiso otorgar esta ayuda entonces no se porque lo de “EMERGENCIA”",-0.1,Negative,0.1,Objective
1266402935434629126,Fri May 29 16:16:03 +0000 2020,2020-05-29,16,16,Friday,señores nueva eps mandan mal una fórmula con unos códigos que no son sean serios es una fórmula nutriciónal para un adulto mayor el cual se alimenta con ella y cafam no le quiere hacer el despacho argumentando esto ayuda,@Supersalud @CafamOficial @NuevaEPSOficial @DirComNuevaEps Señores Nueva eps mandan mal una fórmula con unos códigos que no son sean serios es una fórmula nutriciónal para un adulto mayor el cual se alimenta con ella y cafam no le quiere hacer el despacho argumentando esto ayuda,0.1424242424242424,Positive,0.4386363636363636,Indifferent
1266404898331078658,Fri May 29 16:23:51 +0000 2020,2020-05-29,16,23,Friday,"buenos días señora luz, hemos recibido su información y nos estaremos contactando telefónicamente.","@Luzcortes11 @CafamOficial @NuevaEPSOficial @DirComNuevaEps Buenos días señora Luz, hemos recibido su información y nos estaremos contactando telefónicamente.",0.55,Very positive,0.65,Subjective
1266410553116962816,Fri May 29 16:46:19 +0000 2020,2020-05-29,16,46,Friday,buen día he intentado comunicarme con cafam para re programar estadio hotel almirante melgar solicitada hace más de 1 año y ha sido imposible 3077011 opción 2 y del mismo modo a cafam@cafam.com.co cómo me contacto? quien me atiende?,@CafamOficial Buen día he intentado comunicarme con Cafam  para re programar estadio hotel almirante Melgar solicitada hace más de 1 año y ha sido imposible 3077011 opción 2 y del mismo modo a cafam@cafam.com.co   Cómo me contacto? Quien me atiende?,0.13333333333333333,Positive,0.55625,Indifferent
1266416267617075202,Fri May 29 17:09:01 +0000 2020,2020-05-29,17,09,Friday,"cali y sede norte no cumple con órdenes de servicio domiciliario a adulto mayor, no entrega fórmulas completas, no soluciona desabastecimiento, al final no les importa la vida de las personas vulnerables","@CafamOficial Cali y sede norte no cumple con órdenes de servicio domiciliario a adulto mayor, no entrega fórmulas completas, no soluciona desabastecimiento, al final no les importa la vida de las personas vulnerables @JorgeIvanOspina  @Supersalud @secsaludvalle @depacali",-0.2,Negative,0.45,Indifferent
1266417110948950023,Fri May 29 17:12:22 +0000 2020,2020-05-29,17,12,Friday,"algún número directo de cafam norte en cali. su línea oficial solo juega con el usuario a pelotearlo de extensión en extensión, pero ningun área da solución. espero al menos en esto si puedan dar solucion por este medio porque el último requerimiento fue negligente","@CafamOficial algún número directo de cafam norte en Cali. Su línea oficial solo juega con el usuario a pelotearlo de extensión en extensión, pero ningun área da solución. Espero al menos en esto si puedan dar solucion por este medio porque el último requerimiento fue negligente",-0.049999999999999996,Neutral,0.4666666666666666,Indifferent
1266418015823900674,Fri May 29 17:15:58 +0000 2020,2020-05-29,17,15,Friday,ya he presentado múltiples inconvenientes con cali norte durante la contingencia por el covid con entregas de medicamentos. como puedo hacer la denuncia oficial y escalarla?,@Supersalud @depacali ya he presentado múltiples inconvenientes con @CafamOficial cali norte durante la contingencia por el covid con entregas de medicamentos. Como puedo hacer la denuncia oficial y escalarla?,-0.14166666666666666,Negative,0.19166666666666665,Objective
1266418849659879425,Fri May 29 17:19:17 +0000 2020,2020-05-29,17,19,Friday,inrresponsables tener una persona más de tres horas para entregar una orden las personas que atienden lo hacen de mala manera porque se tiene uno que aguantar esta grocera y malos tratos el colmo,@CafamOficial Inrresponsables tener una persona más de tres horas para entregar una orden las personas que atienden lo hacen de mala manera porque se tiene uno que aguantar esta grocera y malos tratos el colmo,-0.06666666666666661,Neutral,0.41111111111111104,Indifferent
1266422113684140032,Fri May 29 17:32:15 +0000 2020,2020-05-29,17,32,Friday,sr son buenos exigiendo a adulto mayo cuarentena total pero no ponen lupa en desprecia por completo su vida. no los está matando covid sino negligencia a entrega de medicamento para controlar comorbilidades.,Sr @IvanDuque @JorgeIvanOspina @ClaraLuzRoldan @MinSaludCol  son buenos exigiendo a adulto mayo cuarentena total pero no ponen lupa en @CafamOficial desprecia por completo su vida. No los está matando covid sino negligencia a entrega de medicamento para controlar comorbilidades.,0.26666666666666666,Positive,0.55,Indifferent
1266423533476950023,Fri May 29 17:37:54 +0000 2020,2020-05-29,17,37,Friday,"es el colmo que ustedes no de respuesta a los subsidios de emergencia, mi papá se postulo desde el 22 de abril y no le han dado respuesta, no contestan llamadas hay personas que dicen que desde comienzos de abril se postularon y nada de respuesta, urgente","@CafamOficial es el colmo que ustedes no de respuesta a los subsidios de emergencia, mi papá se postulo desde el 22 de Abril y no le han dado respuesta, no contestan llamadas 😠😠😠 hay personas que dicen que desde comienzos de abril se postularon y nada de respuesta, URGENTE",0.0,Neutral,0.06666666666666667,Objective
1266424684817666048,Fri May 29 17:42:28 +0000 2020,2020-05-29,17,42,Friday,por el interno les escribí hace más de un mes y me dijeron que iban a escalar el caso. aún están escalando supongo mientras mi padre se hubiera descompensado por su culpa y negligencia sino hago nada.,@CafamOficial @IvanDuque @JorgeIvanOspina @ClaraLuzRoldan @MinSaludCol Por el interno les escribí hace más de un mes y  me dijeron que iban a escalar el caso. Aún están escalando supongo mientras mi padre se hubiera descompensado por su culpa y negligencia sino hago nada.,0.225,Positive,0.45,Indifferent
1266424948152827906,Fri May 29 17:43:31 +0000 2020,2020-05-29,17,43,Friday,este es otro caso y para que solo digan que van a escalarlo. será que con que ustedes digan que escalan las quejas los adultos mayores controlan sus comorbilidades?,@CafamOficial @IvanDuque @JorgeIvanOspina @ClaraLuzRoldan @MinSaludCol Este es otro caso y para que solo digan que van a escalarlo. Será que con que ustedes digan que escalan las quejas los adultos mayores controlan sus comorbilidades?,0.08333333333333333,Neutral,0.6666666666666666,Subjective
1266426039405875202,Fri May 29 17:47:51 +0000 2020,2020-05-29,17,47,Friday,por interno para que me den este tipo de soluciones? o sea lavemos la ropa en casa para que nadie vea y envolatemoslos con falsas soluciones. https://t.co/kmi92lapjq,@CafamOficial @IvanDuque @JorgeIvanOspina @ClaraLuzRoldan @MinSaludCol Por interno para que me den este tipo de soluciones? O sea lavemos la ropa en casa para que nadie vea y envolatemoslos con falsas soluciones. https://t.co/KMI92laPJq,-0.20000000000000004,Negative,0.3,Objective
1266484201446084608,Fri May 29 21:38:58 +0000 2020,2020-05-29,21,38,Friday,"de qué sirve que en lugares, como por ejemplo en este caso no dejen entrar a la gente si igual les vale chimba si se amontonan en la puerta? https://t.co/6b8t1liw7c","De qué sirve que en lugares, como por ejemplo en este caso @CafamOficial no dejen entrar a la gente si igual les vale chimba si se amontonan en la puerta? https://t.co/6b8t1liw7C",0.7,Very positive,0.6000000000000001,Subjective
1266578059131596800,Sat May 30 03:51:55 +0000 2020,2020-05-30,03,51,Saturday,buenas noches quisiera por este medio averiguar como puedo gestionar la entrega del medicamento insulina de un paciente diabetico con eps famisanar mayor de 70 años.llevo aproximadamente 1 mes solicitando con guía de domicilio el envío de esto y no obtengo respuesta,@CafamOficial Buenas noches quisiera por este medio averiguar como puedo gestionar la entrega del medicamento INSULINA de un paciente diabetico con EPS FAMISANAR mayor de 70 años.Llevo aproximadamente 1 mes solicitando con guía de domicilio el envío de esto y no obtengo respuesta,0.14999999999999997,Positive,0.6000000000000001,Subjective
1266580685713784832,Sat May 30 04:02:22 +0000 2020,2020-05-30,04,02,Saturday,señores llevo un mes solicitando le sea entregada la insulina a mi padre mayor de 70 años por eps famisanar y no ha sido posible. le asignan guías de domicilio que nunca son tramitadas y al final sin mayor explicación son cerradas.,@CafamOficial @Supersalud @SectorSalud señores llevo un mes solicitando le sea entregada la insulina a mi padre mayor de 70 años por EPS Famisanar y no ha sido posible. Le asignan guías de domicilio que nunca son tramitadas y al final sin mayor explicación son cerradas.,0.0,Neutral,0.45,Indifferent
1266581793102352392,Sat May 30 04:06:46 +0000 2020,2020-05-30,04,06,Saturday,"buenas noches señora bibiana, gracias por la información, nos estaremos contactando telefónicamente para brindarle la información que requiere. supersalud!","@linabib30 @CafamOficial @SectorSalud Buenas noches señora Bibiana, gracias por la información, nos estaremos contactando telefónicamente para brindarle la información que requiere. Supersalud!",0.875,Very positive,0.6000000000000001,Subjective
1266714291916472324,Sat May 30 12:53:16 +0000 2020,2020-05-30,12,53,Saturday,"a la fecha sigo esperando el subsidio de emergencia, me postule el pasado 3 de abril.","@CafamOficial a la fecha sigo esperando el subsidio de emergencia, me postule el pasado 3 de abril.",0.0,Neutral,0.0,Objective
1266719950762323968,Sat May 30 13:15:45 +0000 2020,2020-05-30,13,15,Saturday,los familiares se comunican con y les dicen que no está inscrito en bases el adulto mayor. ellos hicieron el registro por sus canales. asi los tienen y llamar a sus líneas es eterno. mejoren los canales de comunicación y soluciones al usuario,@DirComNuevaEps   los familiares se comunican con @CafamOficial y les dicen que no está inscrito en bases el adulto mayor. Ellos hicieron el registro por sus canales. Asi los tienen  y llamar a sus líneas es eterno.  Mejoren los canales de comunicación y soluciones al usuario,0.13333333333333333,Positive,0.31666666666666665,Objective
1266738817559433219,Sat May 30 14:30:43 +0000 2020,2020-05-30,14,30,Saturday,"la unica ayuda para los que éramos trabajadores y perdimos el empleó a causa de la emergencia es él subsidio de emergencia que dan las cajas de compensación, pero a hoy ya ninguna tiene recursos para seguir dandolo https://t.co/dqmhupyov9","La unica ayuda para los que éramos trabajadores y perdimos el empleó a causa de la emergencia es él subsidio de Emergencia que dan las cajas de compensación, pero a hoy ya ninguna tiene recursos para seguir Dandolo @ComfenalcoAnt  @compensar @CafamOficial https://t.co/DqMhuPyOv9",-0.0625,Neutral,0.6875,Subjective
1266767157800636418,Sat May 30 16:23:20 +0000 2020,2020-05-30,16,23,Saturday,yo tampoco los conozco pero mi esposo se postuló hace más de mes y medio y la semana que pasó lo llamaron a pedirle los mismos datos del formulario de postulación y le dijeron que ahora sí encontraron los documentos y le toca esperar otros 10 días hábiles... y me bloquearon,@CafamOficial @sammyfrequenze @zuly_villamil @PGN_COL @ASOCAJAS @CGR_Colombia @IvanDuque Yo tampoco los conozco pero mi esposo se postuló hace más de mes y medio y la semana que pasó lo llamaron a pedirle los mismos datos del formulario de postulación y le dijeron que ahora sí encontraron los documentos y le toca esperar otros 10 días hábiles... Y me bloquearon,0.11111111111111112,Positive,0.2638888888888889,Objective
1266787955655553024,Sat May 30 17:45:59 +0000 2020,2020-05-30,17,45,Saturday,"hice mi solicitud para el bono solidario a el día 28 de abril y a la fecha no he recibido la ayuda ni han dado ninguna respuesta. por favor ayúdeme, estoy desesperado sin trabajo.","@ClaudiaLopez @IvanDuque hice mi solicitud para el bono solidario a @CafamOficial el día 28 de abril y a la fecha no he recibido la ayuda ni han dado ninguna respuesta. Por favor ayúdeme, estoy desesperado sin trabajo. @DNP_Colombia",-0.6,Very negative,1.0,Subjective
1266810086695096321,Sat May 30 19:13:55 +0000 2020,2020-05-30,19,13,Saturday,"hice el mismo procedimiento, me volví a inscribir y me dijeron que lo habían negado porque dizque no aparecía como afiliado a la caja... ahhh? y me dicen que puedo apelar, que suba los soportes, en fin... la burocracia nos tiene jodidos y sin ayuda","@Jenramisu @CafamOficial @zuly_villamil @PGN_COL @ASOCAJAS @CGR_Colombia @IvanDuque Hice el mismo procedimiento, me volví a inscribir y me dijeron que lo habían negado porque dizque no aparecía como afiliado a la caja... Ahhh? Y me dicen que puedo apelar, que suba los soportes, en fin... La burocracia nos tiene jodidos y sin ayuda",0.0,Neutral,0.125,Objective
1266828072608772096,Sat May 30 20:25:23 +0000 2020,2020-05-30,20,25,Saturday,sí pues nosotros hace como 10 días pasamos la queja con soporte de fotos de chat de twitter y correos enviados ante sipersubsidio pero me imagino que como hay cientos de quejas contra las cajas que se están robando la plata eso se debe demorar un montón. tenaz!,@sammyfrequenze @CafamOficial @zuly_villamil @PGN_COL @ASOCAJAS @CGR_Colombia @IvanDuque Sí pues nosotros hace como 10 días pasamos la queja con soporte de fotos de chat de Twitter y correos enviados ante sipersubsidio pero me imagino que como hay cientos de quejas contra las cajas que se están robando la plata eso se debe demorar un montón. Tenaz!,-0.18125,Negative,0.30000000000000004,Objective
1266868606178033665,Sat May 30 23:06:27 +0000 2020,2020-05-30,23,06,Saturday,ya les envié la información el día de ayer. mil gracias¡,@CafamOficial Ya les envié la información el día de ayer. Mil gracias¡,0.0,Neutral,0.0,Objective
1266891005074313219,Sun May 31 00:35:27 +0000 2020,2020-05-31,00,35,Sunday,se me realizó una prueba el 25/04/2020 solicite los resultados y me dicen que no aparecen resultados y cuando los solicite me 3nvian los primeros q no hay más resultados dónde está la vigilancia a,@Supersalud @EPS_Famisanar @CafamOficial se me realizó una prueba el 25/04/2020 solicite los resultados y me dicen que no aparecen resultados @INSColombia @SectorSalud y cuando los solicite me 3nvian los primeros q NO hay más resultados @Supersalud dónde está la vigilancia a @EPS_Famisanar,0.0,Neutral,0.41666666666666663,Indifferent
1267048524111282177,Sun May 31 11:01:23 +0000 2020,2020-05-31,11,01,Sunday,@cafamoficial no responde. facebook está lleno de quejas y solo ignoran las críticas sin dar soluciones. se burlan de frente de la gente quién vigila la asignación del subsidio de emergencia en ccf cafam? https://t.co/cpdctlfwsx,@CafamOficial @IvanDuque @Supersubsidio @ClaudiaLopez @GobiernoBTA @ArribaBogota @NoticiasRCN @JuanDiegoAlvira @NoticiasUno @RedMasNoticias @cafamoficial no responde. Facebook está lleno de quejas y solo ignoran las críticas sin dar soluciones. Se burlan de frente de la gente @ClaudiaLopez @IvanDuque @PGN_COL @Citytv @GobiernoBTA quién vigila la asignación del subsidio de emergencia en CCF Cafam? https://t.co/cPdcTlFwSX,0.32499999999999996,Positive,0.375,Objective
1267113788584669185,Sun May 31 15:20:43 +0000 2020,2020-05-31,15,20,Sunday,espero que hoy haga entrega se los medicamentos por medio . señores es justo. es un adulto mayor,Espero que hoy @DirComNuevaEps  haga entrega se los medicamentos por medio @CafamOficial . Señores @Supersalud es justo.  Es un adulto  mayor,0.3222222222222222,Positive,0.5111111111111112,Indifferent
1267198342636998656,Sun May 31 20:56:42 +0000 2020,2020-05-31,20,56,Sunday,jajajajajajajaja.,@Elmer82332558 @CafamOficial @IvanDuque @AlvaroUribeVel JAJAJAJAJAJAJAJA.,0.0,Neutral,0.0,Objective
1267198394600218627,Sun May 31 20:56:55 +0000 2020,2020-05-31,20,56,Sunday,jajajaja.,@Elmer82332558 @CafamOficial JAJAJAJA.,0.8,Very positive,0.7,Subjective
1267212074389815298,Sun May 31 21:51:16 +0000 2020,2020-05-31,21,51,Sunday,jajajajajajaja bobo hijueputa!,@Elmer82332558 @CafamOficial @IvanDuque @AlvaroUribeVel Jajajajajajaja bobo Hijueputa! 😁😂😂😂😂😂,-0.9999999999999999,Very negative,1.0,Subjective
1267213132461678595,Sun May 31 21:55:29 +0000 2020,2020-05-31,21,55,Sunday,"cuando le llegue el subsidio por orden del títere a cafam, espero lo públique asi puede seguir confiando en la cochinada del uribismo!","@Elmer82332558 @CafamOficial @IvanDuque @AlvaroUribeVel Cuando le llegue el subsidio por orden del títere @IvanDuque a Cafam, espero lo públique asi puede seguir confiando en la cochinada del uribismo!",0.0,Neutral,0.0,Objective
1267242262938910720,Sun May 31 23:51:14 +0000 2020,2020-05-31,23,51,Sunday,"desde el 21 de abril dia que recibi la confirmacion de la entrega de mis documentos no he recibido respuesta por parte de ustedes para acceder al subsidio al desempleo de emergencia, agradeceria me colaboraran confirmando mi solicitud gracias.","@CafamOficial desde el 21 de abril dia que recibi la confirmacion de la entrega de mis documentos no he recibido respuesta por parte de ustedes para acceder al subsidio al desempleo de emergencia, agradeceria me colaboraran confirmando mi solicitud gracias.",0.0,Neutral,0.0,Objective
1267258341505536000,Mon Jun 01 00:55:07 +0000 2020,2020-06-01,00,55,Monday,indican que no cuentan con recursos y en lista de espera después de 3 meses para que aprobarán ahora cuanto toca esperar por los recursos?,@MintrabajoCol @MintrabajoCol @angelccabrera @CafamOficial indican que no cuentan con recursos y en lista de espera después de 3 meses para que aprobarán ahora cuanto toca esperar por los recursos? @angelccabrera,0.2,Positive,0.2,Objective
1267298208767770624,Mon Jun 01 03:33:32 +0000 2020,2020-06-01,03,33,Monday,"pero si esos subsidios son para los que quieren todo regalado, usted porque llora tanto si ustedes los de la colombia de bien, no los necesitan","@Elmer82332558 @CafamOficial Pero si esos subsidios son para los que quieren todo regalado, usted porque llora tanto si ustedes los de la Colombia de bien, no los necesitan",0.44999999999999996,Positive,0.4,Objective
1267326321199382528,Mon Jun 01 05:25:15 +0000 2020,2020-06-01,05,25,Monday,gracias por explicarme que por mi sueldo no tenía derecho ni por mis ingreso tampoco pero bueno sería buen o vivir algún día de los subsidios del gobierno para ver que siente uno de izquierda que desde que nació vive de subsidios,Gracias @CafamOficial por explicarme  que por mi sueldo no tenía derecho  ni por mis ingreso tampoco pero bueno sería  buen o vivir algún día de los subsidios del gobierno para ver que siente  uno de izquierda que desde que nació vive de subsidios,0.16087662337662337,Positive,0.5589285714285714,Indifferent
1267429330742841344,Mon Jun 01 12:14:34 +0000 2020,2020-06-01,12,14,Monday,tremendo bobazo,@Elmer82332558 @CafamOficial Tremendo bobazo,0.3333333333333333,Positive,1.0,Subjective
1267432361983127552,Mon Jun 01 12:26:37 +0000 2020,2020-06-01,12,26,Monday,no se puede ser más estúpido. rogando por un subsidio y sale con ésto... estos uribistas no dan ni risa.,@Elmer82332558 @CafamOficial No se puede ser más estúpido. Rogando por un subsidio y sale con ésto...  Estos Uribistas no dan ni risa.,1.850371707708594e-17,Neutral,0.5333333333333333,Indifferent
1267438249590558723,Mon Jun 01 12:50:01 +0000 2020,2020-06-01,12,50,Monday,"para q salen a decir tanta mentira, le negó el subsidio a mi esposo, él se postulo desde el 30 marzo, hizo capacitación con ellos, se lo negaron con la gran mentira, q él ya lo había recibido años atrás, y es la primera vez q él lo solicita, mentirosos","@MintrabajoCol Para q salen a decir tanta mentira, @CafamOficial le negó el subsidio a mi esposo, él se postulo desde el 30 Marzo, hizo capacitación con ellos, se lo negaron con la gran mentira, q él ya lo había recibido años atrás, y es la primera vez q él lo solicita, MENTIROSOS😠😠",0.15,Positive,0.2111111111111111,Objective
1267447573616504832,Mon Jun 01 13:27:04 +0000 2020,2020-06-01,13,27,Monday,"claudia yo pedí la ayuda de desempleo y me lo negó porque mi última cotización fue en categoría c, que ayuda tiene la clase media?","@ClaudiaLopez Claudia yo pedí la ayuda de desempleo y @CafamOficial me lo negó porque mi última cotización fue en categoría C, que ayuda tiene la clase media?",0.0,Neutral,0.03333333333333333,Objective
