id_str,screen_name
1267212074389815298,AlvaroUribeVel
1267213132461678595,Elmer82332558
1267213132461678595,CafamOficial
1267213132461678595,IvanDuque
1267213132461678595,AlvaroUribeVel
1267213132461678595,IvanDuque
1267242262938910720,CafamOficial
1267258341505536000,MintrabajoCol
1267258341505536000,MintrabajoCol
1267258341505536000,angelccabrera
1267258341505536000,CafamOficial
1267258341505536000,angelccabrera
1267298208767770624,Elmer82332558
1267298208767770624,CafamOficial
1267326321199382528,CafamOficial
1267429330742841344,Elmer82332558
1267429330742841344,CafamOficial
1267432361983127552,Elmer82332558
1267432361983127552,CafamOficial
1267438249590558723,MintrabajoCol
1267438249590558723,CafamOficial
1267447573616504832,ClaudiaLopez
1267447573616504832,CafamOficial
1267464904061128705,MintrabajoCol
1267464904061128705,angelccabrera
1267464904061128705,infopresidencia
1267464904061128705,urnadecristal
1267464904061128705,SENAComunica
1267464904061128705,ProteccionPonal
1267464904061128705,Colpensiones
1267464904061128705,Supersubsidio
1267464904061128705,OITAndina
1267464904061128705,OrgSolidarias
1267464904061128705,y
1267464904061128705,CafamOficial
1267464904061128705,CaracolRadio
1267464904061128705,NoticiasUno
1267464904061128705,NoticiasCaracol
1267464904061128705,NoticiasRCN
1267464904061128705,RedMasNoticias
1267464904061128705,CMILANOTICIA
1267479107220180992,Elmer82332558
1267479107220180992,CafamOficial
1267479107220180992,IvanDuque
1267479107220180992,AlvaroUribeVel
1267489481214615554,CafamOficial
1267500532945518592,CafamOficial
1267502715300691968,CafamOficial
1267506284439515137,Supersalud
1267506284439515137,infopresidencia
1267506284439515137,IvanDuque
1267506284439515137,NoticiasCaracol
1267506284439515137,CaracolRadio
1267506284439515137,WRadioColombia
1267506284439515137,lafm
1267506284439515137,NoticiasRCN
1267506284439515137,BluRadioCo
1267506284439515137,CafamOficial
1267508368417214467,CafamOficial
1267508368417214467,infopresidencia
1267512171925319680,MintrabajoCol
1267512171925319680,CafamOficial
1267512171925319680,MintrabajoCol
1267516896485814274,EPS_Famisanar
1267516896485814274,CafamOficial
1267516896485814274,infopresidencia
1267516896485814274,Supersalud
1267536455263498242,CafamOficial
1267548121485230080,MariMaria110
1267548121485230080,infopresidencia
1267548121485230080,IvanDuque
1267548121485230080,NoticiasCaracol
1267548121485230080,CaracolRadio
1267548121485230080,WRadioColombia
1267548121485230080,lafm
1267548121485230080,NoticiasRCN
1267548121485230080,BluRadioCo
1267548121485230080,CafamOficial
1267580574367170566,MintrabajoCol
1267580574367170566,MintrabajoCol
1267580574367170566,CafamOficial
1267580574367170566,angelccabrera
1267580574367170566,CafamOficial
1267589822358728704,comfenalcovalle
1267589822358728704,CafamOficial
1267589822358728704,MinSaludCol
1267601584189591562,ASOCAJAS
1267601584189591562,CafamOficial
1267601584189591562,MintrabajoCol
1267601584189591562,angelccabrera
1267615787902173185,ErlandCas
1267615787902173185,CafamOficial
1267621467606470657,CafamOficial
1267646227589537792,CafamOficial
1267807084894093316,CafamOficial
1267845093752479746,CafamOficial
1267845093752479746,Supersalud
1267845093752479746,MinSaludCol
1267852651800256513,CafamOficial
1267854058779561985,ClaudiaLopez
1267854058779561985,CafamOficial
1267854936966135808,CafamOficial
1267875627362811904,CafamOficial
1267876576609402880,linabib30
1267876576609402880,CafamOficial
1267876576609402880,MinSaludCol
1267916909883899907,CafamOficial
1267938216964956167,CafamOficial
1267949403580567555,CafamOficial
1267949403580567555,EPS_Famisanar
1267950126418595845,EPS_Famisanar
1267950126418595845,CafamOficial
1267950297437147138,EPS_Famisanar
1267950297437147138,Supersalud
1267950297437147138,CafamOficial
1267959116045127682,EPS_Famisanar
1267959116045127682,CafamOficial
1267959116045127682,Supersalud
1267959116045127682,MinSaludCol
1267974025755623424,CafamOficial
1267981554015506438,CafamOficial
1267991158661283840,Eli_Despeinada
1267991158661283840,CafamOficial
1267991158661283840,EPS_Famisanar
1267991230069248000,CafamOficial
1267996048007495680,CafamOficial
1268004060172558336,MillosFCoficial
1268004060172558336,CafamOficial
1268005866176942081,MillosFCoficial
1268005866176942081,CafamOficial
1268005866176942081,MillosFCoficial
1268005866176942081,CafamOficial
1268010490757885953,nocatartico
1268010490757885953,CafamOficial
1268016494685847553,MillosFCoficial
1268016494685847553,CafamOficial
1268020809672658946,historia_bogota
1268020809672658946,CocaColaCol
1268020809672658946,SpriteCol
1268020809672658946,CafamOficial
1268037280779907073,MillosFCoficial
1268037280779907073,CafamOficial
1265275233063370757,CafamOficial
1265285378237517826,IvanDuque
1265285378237517826,CafamOficial
1265285378237517826,Supersubsidio
1265287591231963138,CafamOficial
1265287591231963138,Supersalud
1265287591231963138,sicsuper
1265289721221185536,CafamOficial
1265289721221185536,Supersubsidio
1265289721221185536,Citytv
1265289721221185536,WRadioColombia
1265289783611441152,CafamOficial
1265289783611441152,EPS_Famisanar
1265289783611441152,Capitalsalud
1265290693108477953,CafamOficial
1265290693108477953,Supersubsidio
1265290693108477953,Citytv
1265290693108477953,WRadioColombia
1265292701009940484,CafamOficial
1265292701009940484,PGN_COL
1265292701009940484,VengaLeCuentoCo
1265292701009940484,NoticiasUno
1265296557940920326,Supersalud
1265296557940920326,pocnuevaeps
1265296557940920326,CafamOficial
1265313654058242050,MariMaria110
1265313654058242050,pocnuevaeps
1265313654058242050,CafamOficial
1265323911337689088,CafamOficial
1265335604079984641,IvanDuque
1265335604079984641,CafamOficial
1265335604079984641,Supersubsidio
1265346633212088325,CafamOficial
1265346633212088325,sicsuper
1265376536447852544,MillosFCoficial
1265376536447852544,CafamOficial
1265376536447852544,HerbalifeLatino
1265376536447852544,adidasCO
1265376536447852544,MillosFCoficial
1265378051489181696,MillosFCoficial
1265378051489181696,CafamOficial
1265378051489181696,HerbalifeLatino
1265378051489181696,adidasCO
1265378051489181696,MillosFCoficial
1265380967402934272,CafamOficial
1265380967402934272,Supersubsidio
1265380967402934272,Citytv
1265380967402934272,WRadioColombia
1265389604909309955,mayris507
1265389604909309955,CafamOficial
1265389604909309955,EPS_Famisanar
1265389604909309955,Supersalud
1265389604909309955,Pacientesco
1265389604909309955,CafamOficial
1265389604909309955,Supersalud
1265403282245193728,IvanDuque
1265403282245193728,CafamOficial
1265403282245193728,Supersubsidio
1265403886896123907,diego19armando
1265403886896123907,soy1single
1265403886896123907,ComfenalcoSant
1265403886896123907,CafamOficial
1265411468507394048,mariaaydeepinzo
1265411468507394048,IvanDuque
1265411468507394048,CafamOficial
1265413300675895297,CafamOficial
1265413685968855040,CafamOficial
1265413797772169218,CafamOficial
1265413883789037568,CafamOficial
1265415136564654080,CafamOficial
1265415303195963399,CafamOficial
1265415694646161408,CervezaAguila
1265415694646161408,MillosFCoficial
1265415694646161408,CafamOficial
1265415694646161408,HerbalifeLatino
1265415694646161408,adidasCO
1265415931238461443,CervezaAguila
1265415931238461443,MillosFCoficial
1265415931238461443,CafamOficial
1265415931238461443,HerbalifeLatino
1265415931238461443,adidasCO
1265419077604048896,diego19armando
1265419077604048896,mariaaydeepinzo
1265419077604048896,IvanDuque
1265419077604048896,CafamOficial
1265420088997564416,BryanJunicoro29
1265420088997564416,mariaaydeepinzo
1265420088997564416,IvanDuque
1265420088997564416,CafamOficial
1265423521695621126,CafamOficial
1265435094724104192,TeletrabajoCo
1265435094724104192,ServiciodEmpleo
1265435094724104192,CafamOficial
1265435094724104192,MintrabajoCol
1265435094724104192,WRadioColombia
1265435094724104192,infopresidencia
1265456052134346755,CafamOficial
1265456052134346755,Colsubsidio_Ofi
1265456052134346755,SectorSalud
1265463082723180545,mayris507
1265463082723180545,CafamOficial
1265463082723180545,EPS_Famisanar
1265463082723180545,Supersalud
1265463082723180545,Pacientesco
1265463082723180545,MinSaludCol
1265463082723180545,Supersalud
1265463082723180545,SectorSalud
1265463082723180545,eps_victimas
1265463082723180545,odpdh
1265463082723180545,Pacientesco
1265476185032724480,IvanDuque
1265476185032724480,CafamOficial
1265476185032724480,Supersubsidio
1265476294445318144,IvanDuque
1265476294445318144,CafamOficial
1265476294445318144,Supersubsidio
1265489087626186753,Citytv
1265489087626186753,IvanDuque
1265489087626186753,CafamOficial
1265497442134437891,Supersubsidio
1265497442134437891,CafamOficial
1265519136375005185,Unicentro_Med
1265519136375005185,almacenesexito
1265519136375005185,CafamOficial
1265519140690898944,CafamOficial
1265519140690898944,AlcaldiadeMed
1265519140690898944,personeriamed
1265519140690898944,Unicentro_Med
1265519142846771201,almacenesexito
1265519142846771201,CafamOficial
1265519142846771201,Unicentro_Med
1265586692431503362,mayris507
1265586692431503362,OxigenoJuan
1265586692431503362,CafamOficial
1265586692431503362,EPS_Famisanar
1265586692431503362,Supersalud
1265586692431503362,Pacientesco
1265586692431503362,CafamOficial
1265592303697215489,sogamoso02
1265592303697215489,mayris507
1265592303697215489,OxigenoJuan
1265592303697215489,CafamOficial
1265592303697215489,EPS_Famisanar
1265592303697215489,Pacientesco
1265606052046934018,CafamOficial
1265627483258355712,Supersubsidio
1265627483258355712,mariaaydeepinzo
1265627483258355712,IvanDuque
1265627483258355712,CafamOficial
1265631360624087041,IvanDuque
1265631360624087041,CafamOficial
1265631360624087041,Supersubsidio
1265632116827738112,IvanDuque
1265632116827738112,Supersubsidio
1265632116827738112,ClaudiaLopez
1265632116827738112,GobiernoBTA
1265632116827738112,CafamOficial
1265632116827738112,ArribaBogota
1265632116827738112,NoticiasRCN
1265632116827738112,JuanDiegoAlvira
1265632116827738112,NoticiasUno
1265632116827738112,RedMasNoticias
1265633050609811456,IvanDuque
1265633050609811456,CafamOficial
1265633050609811456,Supersubsidio
1265634650246037504,EPS_Famisanar
1265634650246037504,CafamOficial
1265634650246037504,Supersalud
1265635786977837057,sogamoso02
1265635786977837057,EPS_Famisanar
1265635786977837057,CafamOficial
1265660829753585667,Fogacoop
1265660829753585667,IndisolCol
1265660829753585667,Ecodigsol
1265660829753585667,alejoposadab
1265660829753585667,arcaseguros1
1265660829753585667,asmusafa1916
1265660829753585667,CafamOficial
1265660829753585667,CfaFundacion
1265660860908871686,Fogacoop
1265660860908871686,IndisolCol
1265660860908871686,Ecodigsol
1265660860908871686,alejoposadab
1265660860908871686,arcaseguros1
1265660860908871686,asmusafa1916
1265660860908871686,CafamOficial
1265660860908871686,CfaFundacion
1265660883767885835,Fogacoop
1265660883767885835,IndisolCol
1265660883767885835,Ecodigsol
1265660883767885835,alejoposadab
1265660883767885835,arcaseguros1
1265660883767885835,asmusafa1916
1265660883767885835,CafamOficial
1265660883767885835,CfaFundacion
1265660899592933377,Fogacoop
1265660899592933377,IndisolCol
1265660899592933377,Ecodigsol
1265660899592933377,alejoposadab
1265660899592933377,arcaseguros1
1265660899592933377,asmusafa1916
1265660899592933377,CafamOficial
1265660899592933377,CfaFundacion
1265660915023843328,Fogacoop
1265660915023843328,IndisolCol
1265660915023843328,Ecodigsol
1265660915023843328,alejoposadab
1265660915023843328,arcaseguros1
1265660915023843328,asmusafa1916
1265660915023843328,CafamOficial
1265660915023843328,CfaFundacion
1265665504041107457,Sicresponde
1265665504041107457,CafamOficial
1265667429193179139,CafamOficial
1265667732068073475,Supersalud
1265667732068073475,CafamOficial
1265667732068073475,CafamOficial
1265680906746028034,DonJoker2020
1265680906746028034,ServiciodEmpleo
1265680906746028034,CafamOficial
1265680906746028034,MintrabajoCol
1265680906746028034,WRadioColombia
1265680906746028034,infopresidencia
1265681664468029440,DeividCardozo
1265681664468029440,CafamOficial
1265683343468826624,CafamOficial
1265703029287903232,IvanDuque
1265703029287903232,CafamOficial
1265703029287903232,Supersubsidio
1265705405658865664,CafamOficial
1265705405658865664,Supersubsidio
1265708164114198529,CafamOficial
1265708164114198529,EPS_Famisanar
1265719592632057856,CafamOficial
1265719592632057856,PGN_COL
1265719592632057856,VengaLeCuentoCo
1265719592632057856,NoticiasUno
1265720444407164930,CafamOficial
1265748958091128834,IvanDuque
1265748958091128834,CafamOficial
1265748958091128834,Supersubsidio
1265755918509191168,MintrabajoCol
1265755918509191168,IvanDuque
1265755918509191168,ASOCAJAS
1265755918509191168,Supersubsidio
1265755918509191168,CafamOficial
1265792951738916866,CafamOficial
1265805519723388928,MintrabajoCol
1265805519723388928,angelccabrera
1265805519723388928,Hora20
1265805519723388928,CaracolRadio
1265805519723388928,IvanDuque
1265805519723388928,urnadecristal
1265805519723388928,infopresidencia
1265805519723388928,cutcolombia
1265805519723388928,TeletrabajoCo
1265805519723388928,Ministerio_TIC
1265805519723388928,ColombiaOEI
1265805519723388928,DianaCalderonF
1265805519723388928,CaracolRadio
1265805519723388928,infopresidencia
1265805519723388928,J_Clopatofsky
1265805519723388928,ServiciodEmpleo
1265805519723388928,OITnoticias
1265805519723388928,ONUHumanRights
1265805519723388928,CafamOficial
1265805519723388928,MintrabajoCol
1265805519723388928,gusgomez1701
1265805519723388928,colombiaccesibl
1265805519723388928,TeletrabajoCo
1265805519723388928,CIDH
1265816986354880512,vanedelatorre
1265816986354880512,Diego_Molano
1265816986354880512,Col_Empleo
1265816986354880512,CafamOficial
1265816986354880512,Compensar_info
1265818772759359489,IvanDuque
1265818772759359489,CafamOficial
1265818772759359489,Supersubsidio
1265818836818935808,IvanDuque
1265818836818935808,CafamOficial
1265818836818935808,Supersubsidio
1265826287018545153,CafamOficial
1265833404605640704,MintrabajoCol
1265833404605640704,IvanDuque
1265833404605640704,angelccabrera
1265833404605640704,urnadecristal
1265833404605640704,OITAndina
1265833404605640704,Ministerio_TIC
1265833404605640704,infopresidencia
1265833404605640704,Hora20
1265833404605640704,orozco_angela
1265833404605640704,CaracolRadio
1265833404605640704,TeletrabajoCo
1265833404605640704,CafamOficial
1265838203346567170,mariaaydeepinzo
1265838203346567170,ugogarciap
1265838203346567170,IvanDuque
1265838203346567170,CafamOficial
1265838203346567170,Supersubsidio
1265838203346567170,Colsubsidio_Ofi
1265855414689763330,IvanDuque
1265855414689763330,CafamOficial
1265855414689763330,Supersubsidio
1265863830208479232,CafamOficial
1265863830208479232,IvanDuque
1265863830208479232,ClaudiaLopez
1265863830208479232,NoticiasCaracol
1265863830208479232,DefensoriaCol
1266000286738415617,DirComNuevaEps
1266000286738415617,CafamOficial
1266000286738415617,Supersalud
1266001476410847232,Supersalud
1266001476410847232,CafamOficial
1266001476410847232,NuevaEPSOficial
1266003807617650688,ColombianoJeton
1266003807617650688,DirComNuevaEps
1266003807617650688,CafamOficial
1266011804980969472,Luzcortes11
1266011804980969472,CafamOficial
1266011804980969472,NuevaEPSOficial
1266012757788418049,CafamOficial
1266012757788418049,Supersalud
1266028024723640322,IvanDuque
1266028024723640322,CafamOficial
1266028024723640322,Supersubsidio
1266029835400425475,CafamOficial
1266029835400425475,Supersubsidio
1266033236502814720,CafamOficial
1266033236502814720,IvanDuque
1266033236502814720,MintrabajoCol
1266033236502814720,CGR_Colombia
1266034059463004160,CafamOficial
1266034059463004160,CGR_Colombia
1266034059463004160,IvanDuque
1266034059463004160,MintrabajoCol
1266034566906687490,CafamOficial
1266034566906687490,Cafam
1266035430400688128,CafamOficial
1266035430400688128,CGR_Colombia
1266035430400688128,IvanDuque
1266035430400688128,MintrabajoCol
1266039375210708995,NoticiasCaracol
1266039375210708995,NoticiasRCN
1266039375210708995,Citytv
1266039375210708995,MintrabajoCol
1266039375210708995,Colsubsidio_Ofi
1266039375210708995,CafamOficial
1266039375210708995,Compensar_info
1266046531293020163,PGN_COL
1266046531293020163,ASOCAJAS
1266046531293020163,CafamOficial
1266046531293020163,CGR_Colombia
1266046531293020163,IvanDuque
1266049412658331650,CafamOficial
1266049412658331650,PGN_COL
1266049412658331650,ASOCAJAS
1266049412658331650,CGR_Colombia
1266049412658331650,IvanDuque
1266051625447276549,Yonel0395Yonel
1266051625447276549,CafamOficial
1266051822105636868,CafamOficial
1266057072254353408,CafamOficial
1266061859104460802,CafamOficial
1266061859104460802,IvanDuque
1266061859104460802,AlvaroUribeVel
1266062637584056323,CafamOficial
1266063161356161025,Supersalud
1266063161356161025,hujuliomendezb
1266063161356161025,infopresidencia
1266063161356161025,LaLibertadCo
1266063161356161025,NoticiasCaracol
1266063161356161025,CaracolRadio
1266063161356161025,WRadioColombia
1266063161356161025,IvanDuque
1266063161356161025,NoticiasUno
1266063161356161025,CafamOficial
1266063161356161025,MinSaludCol
1266069698136936449,CafamOficial
1266069698136936449,ZullyGranados
1266070558317436933,CafamOficial
1266070558317436933,ZullyGranados
1266070558317436933,Supersubsidio
1266074622312792074,CafamOficial
1266074622312792074,ZullyGranados
1265130946178752512,CafamOficial
1265172032616108032,Supersalud
1265172032616108032,SectorSalud
1265172032616108032,EPS_Famisanar
1265172032616108032,fcarrilloflorez
1265172032616108032,ClaudiaLopez
1265172032616108032,secredistmujer
1265172032616108032,CafamOficial
1265172032616108032,EPS_Famisanar
1265257085543034882,CafamOficial
1265257085543034882,EPS_Famisanar
1265257085543034882,Supersalud
1265257085543034882,Pacientesco
1265259752239529984,CafamOficial
1265265761003679744,mayris507
1265265761003679744,CafamOficial
1265265761003679744,EPS_Famisanar
1265265761003679744,Pacientesco
1265266573415256065,mayris507
1265266573415256065,CafamOficial
1265266573415256065,Supersalud
1265266573415256065,Pacientesco
1265272719010148354,CafamOficial
1265257037900001280,Supersubsidio
1265257037900001280,andreamoravilla
1265257037900001280,ASOCAJAS
1265257037900001280,MintrabajoCol
1265257037900001280,fedecajas
1265257037900001280,infopresidencia
1265257037900001280,comfamiliarh
1265257037900001280,Combarranquilla
1265257037900001280,cajasan
1265257037900001280,Comfanorte
1265257037900001280,comfacesar
1265257037900001280,comfaoriente
1265360113034018816,Supersubsidio
1265360113034018816,andreamoravilla
1265360113034018816,ASOCAJAS
1265360113034018816,MintrabajoCol
1265360113034018816,fedecajas
1265360113034018816,infopresidencia
1265360113034018816,comfamiliarh
1265360113034018816,Combarranquilla
1265360113034018816,cajasan
1265360113034018816,Comfanorte
1265360113034018816,comfacesar
1265360113034018816,comfaoriente
1265362465401044992,cajasan
1265362465401044992,IvanDuque
1265362465401044992,infopresidencia
1265362465401044992,PGN_COL
1265362465401044992,CGR_Colombia
1265362465401044992,CaracolTV
1265362465401044992,CanalRCN
1265362465401044992,vanguardiacom
1265362465401044992,Supersubsidio
1265362465401044992,MintrabajoCol
1265363024245936128,johananoelia
1265363024245936128,Supersubsidio
1265363024245936128,IvanDuque
1265363024245936128,infopresidencia
1265363024245936128,PGN_COL
1265363024245936128,CGR_Colombia
1265363024245936128,NoticiasCaracol
1265363024245936128,NoticiasRCN
1265363024245936128,cajasan
1265363687105314817,cajasan
1265364336899502088,IvanDuque
1265364336899502088,MintrabajoCol
1265364336899502088,Supersubsidio
1265364336899502088,infopresidencia
1265364336899502088,cajasan
1265364336899502088,CGR_Colombia
1265364336899502088,PGN_COL
1265371480373805057,MemesesStephany
1265371480373805057,cajasan
1265375294124417028,leodelard
1265375294124417028,cajasan
1265375294124417028,IvanDuque
1265375294124417028,cajasan
1265376624771506181,MemesesStephany
1265376624771506181,cajasan
1265376624771506181,IvanDuque
1265406032307728386,Supersubsidio
1265406032307728386,ComfenalcoSant
1265406032307728386,MintrabajoCol
1265406032307728386,ASOCAJAS
1265406032307728386,fedecajas
1265406032307728386,infopresidencia
1265406032307728386,comfamiliarh
1265406032307728386,Combarranquilla
1265406032307728386,cajasan
1265406032307728386,Comfanorte
1265406032307728386,comfacesar
1265406032307728386,comfaoriente
1265406032307728386,ComfenalcoSant
1265406032307728386,GobdeSantander
1265406032307728386,MAguilarHurtado
1265422193929920514,Eltiempodepapa_
1265422193929920514,comfenalcovalle
1265422193929920514,MintrabajoCol
1265422193929920514,ASOCAJAS
1265422193929920514,fedecajas
1265422193929920514,infopresidencia
1265422193929920514,comfamiliarh
1265422193929920514,Combarranquilla
1265422193929920514,cajasan
1265422193929920514,Comfanorte
1265422193929920514,comfacesar
1265422193929920514,comfaoriente
1265481491330617344,Supersubsidio
1265481491330617344,MintrabajoCol
1265481491330617344,ASOCAJAS
1265481491330617344,fedecajas
1265481491330617344,infopresidencia
1265481491330617344,comfamiliarh
1265481491330617344,Combarranquilla
1265481491330617344,cajasan
1265481491330617344,Comfanorte
1265481491330617344,comfacesar
1265481491330617344,comfaoriente
1265483361159647234,Supersubsidio
1265483361159647234,MintrabajoCol
1265483361159647234,ASOCAJAS
1265483361159647234,fedecajas
1265483361159647234,infopresidencia
1265483361159647234,comfamiliarh
1265483361159647234,Combarranquilla
1265483361159647234,cajasan
1265483361159647234,Comfanorte
1265483361159647234,comfacesar
1265483361159647234,comfaoriente
1265484003873820675,Supersubsidio
1265484003873820675,MintrabajoCol
1265484003873820675,ASOCAJAS
1265484003873820675,fedecajas
1265484003873820675,infopresidencia
1265484003873820675,comfamiliarh
1265484003873820675,Combarranquilla
1265484003873820675,cajasan
1265484003873820675,Comfanorte
1265484003873820675,comfacesar
1265484003873820675,comfaoriente
1265484003873820675,Compensar_info
1265492269244862465,Supersubsidio
1265492269244862465,MintrabajoCol
1265492269244862465,ASOCAJAS
1265492269244862465,fedecajas
1265492269244862465,infopresidencia
1265492269244862465,comfamiliarh
1265492269244862465,Combarranquilla
1265492269244862465,cajasan
1265492269244862465,Comfanorte
1265492269244862465,comfacesar
1265492269244862465,comfaoriente
1265503996871086082,Minvivienda
1265503996871086082,cajasan
1265503996871086082,IvanDuque
1265503996871086082,JoMalagon
1265673138488201218,Supersubsidio
1265673138488201218,comfenalcovalle
1265673138488201218,MintrabajoCol
1265673138488201218,ASOCAJAS
1265673138488201218,fedecajas
1265673138488201218,infopresidencia
1265673138488201218,comfamiliarh
1265673138488201218,Combarranquilla
1265673138488201218,cajasan
1265673138488201218,Comfanorte
1265673138488201218,comfacesar
1265673138488201218,comfaoriente
1265697637841371139,MemesesStephany
1265697637841371139,leodelard
1265697637841371139,cajasan
1265697637841371139,IvanDuque
